source_id,title,authors,issued_year,container_title,citation,doi,source_type,access_status,scope,scope_label,scope_basis,objects_published,document_held
SRC-CA4B122C5F4D,Bridging the Gaps: A New Jewish Aramaic Incantation Bowl and Its Parallels,Ohad Abudraham,2026,Journal of Semitic Studies,"Abudraham, Ohad. ‘Bridging the Gaps: A New Jewish Aramaic Incantation Bowl and Its Parallels.’ JSS 71, no. 1 (2026): 105–134.",10.1093/jss/fgaf025,article,available,,Not yet classified,unclassified,0,0
SRC-BFA68E533DE7,"YHBYH, Incantation Bowls and the Tetragrammaton",Pilar B. Rivett; Robert J. Wilkinson,2026,Bulletin de l’Académie Belge pour l’Étude des Langues Anciennes et Orientales,"YHBYH, Incantation Bowls and the Tetragrammaton (2026). OpenAlex W7157594723.",10.14428/babelao.vol15.2026.92593,article,available,,Not yet classified,unclassified,0,0
SRC-2168D49A8168,"1280°C, issue 49",1280°C ceramics journal,2025,,"1280°C, issue 49 (2025), p. 71, caption to incantation bowl no. 139, National Library of Israel collection.",,article,available,,Not yet classified,unclassified,0,0
SRC-85B88C970151,An Unpublished Syriac Bowl (B9002) with a Mandaic Incantation,Simcha Gross; Michele Scarlassara,2025,Aramaic Studies,"Gross, Simcha, and Michele Scarlassara. 'An Unpublished Syriac Bowl (B9002) with a Mandaic Incantation.' Aramaic Studies 23 (2025): 22–54. DOI: 10.1163/17455227-bja10059.",10.1163/17455227-bja10059,article,unknown,,Not yet classified,unclassified,0,0
SRC-F20148C5DA92,Apollo Art Auctions catalogue 10068,Apollo Art Auctions,2025,,"Apollo Art Auctions, auction catalogue 10068, lots 270–273, indexed by The Saleroom, 2025.",,catalogue,partial,catalogue,Collection catalogue,derived,0,0
SRC-17A7CA53F7DB,Arabic Magic Bowl from the Velyki Kuchugury Hillfort,Ali H. Faraj,2025,The World of the Orient,"Faraj, Ali H. ‘Arabic Magic Bowl from the Velyki Kuchugury Hillfort.’ The World of the Orient 2025, no. 2.",10.15407/orientw2025.02.081,article,available,,Not yet classified,unclassified,0,0
SRC-68A2D33D7CF9,"Babylonian Talmud, Bowls, and Jewish Textuality",Shai Secunda,2025,Jewish Quarterly Review,"Secunda, Shai. 'Babylonian Talmud, Bowls, and Jewish Textuality.' Jewish Quarterly Review 115 (2025): 413–451.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-F09573688FD1,"Five earthenware Mandaic incantation bowls in Ābgīne Museum, Tehrān",Ibrāhīm Šafiʿī,2025,Journal of Semitic Studies,"Šafiʿī, Ibrāhīm. ‘Five Earthenware Mandaic Incantation Bowls in Ābgīne Museum, Tehrān.’ Journal of Semitic Studies 70.1 (2025): 1–30, object 108–S.",10.1093/jss/fgae027,article,paywalled,,Not yet classified,unclassified,0,0
SRC-FBBE3A9CAA77,Magic Formulae and Women's History,Avigail Manekin-Bamberger,2025,Jewish Quarterly Review,"Manekin-Bamberger, Avigail. 'Magic Formulae and Women's History.' Jewish Quarterly Review 115 (2025): 1–32. DOI: 10.1353/jqr.2025.a952518.",10.1353/jqr.2025.a952518,article,unknown,,Not yet classified,unclassified,0,0
SRC-30E9800D53CB,Moses in the Aramaic Magic Bowls,Siam Bhayro,2025,Jewish Thought,Moses in the Aramaic Magic Bowls (2025). OpenAlex W7160855334.,10.64166/zyzcyg38,article,available,,Not yet classified,unclassified,0,0
SRC-F168D061C401,The Book of Psalms: Incantation Bowls — large-print labels,The Morgan Library & Museum,2025,,"The Morgan Library & Museum. ‘Incantation Bowls,’ large-print exhibition label for Penn Museum B2923, accessed 4 September 2026.",,catalogue,available,catalogue,Collection catalogue,derived,0,0
SRC-19F191B3F5C5,The Study of the Jewish Babylonian Aramaic Magic Bowls: State of the Art: With a List of JBA Bowl Publications (1853–2024) and a Map of Known Excavation Sites,Daniel J. Waller,2025,Aramaic Incantation Bowls in Their Late Antique Jewish Contexts,"Waller, Daniel J. ‘The Study of the Jewish Babylonian Aramaic Magic Bowls: State of the Art: With a List of JBA Bowl Publications (1853–2024) and a Map of Known Excavation Sites.’ In Aramaic Incantation Bowls in Their Late Antique Jewish Contexts, 3–48, 2025. DOI: 10.2307/jj.32831083.5.",10.2307/jj.32831083.5,chapter,partial,,Not yet classified,unclassified,0,1
SRC-682B572B5A56,Toward a Comprehensive Ontology of Jewish Babylonian Aramaic Bowl Texts and Their Features,HARRIET WALKER,2025,SBL Press eBooks,Toward a Comprehensive Ontology of Jewish Babylonian Aramaic Bowl Texts and Their Features (2025). OpenAlex W4413821810.,10.2307/jj.32831083.15,chapter,unknown,,Not yet classified,unclassified,0,0
SRC-8E5E61A34FE4,Early Epigraphic Evidence for the ꜤAleinu le-Shabbeaḥ Prayer,"Silverman, Robert J., and James Nathan Ford",2024,,"Silverman, Robert J., and James Nathan Ford. “Early Epigraphic Evidence for the ꜤAleinu le-Shabbeaḥ Prayer.” In ‘Gabriel: Tell this Man the Meaning of his Vision’ (Daniel, 8:16): Studies in Archaeology, Epigraphy, Iconography and the Biblical World in Honor of Gabriel Barkay on the Occasion of His 80th Birthday (22 June 2024), ed. Robert Deutsch and André Lemaire, 333–41. Tel Aviv: Archaeological Center Publications, 2024.",,chapter,unknown,,Not yet classified,unclassified,0,0
SRC-54C6C8891988,Gender and the Mesopotamian Incantation Bowls,Ortal-Paz Saar,2024,Utrecht University Repository (Utrecht University),Gender and the Mesopotamian Incantation Bowls (2024). Repository location indexed by OpenAlex W4405653457.,10.1163/17455227-bja10055,article,available,,Not yet classified,unclassified,0,0
SRC-24B0EC105BC9,Relics of Syriac Magic: Another Syriac Bowl for Prwkzʿd br Kwmy and a Syriac Incantation Fragment in the British Museum,Marco Moriggi,2024,Folia Orientalia 61,"Moriggi, Marco. “Relics of Syriac Magic: Another Syriac Bowl for Prwkzʿd br Kwmy and a Syriac Incantation Fragment in the British Museum.” Folia Orientalia 61 (2024): 193–202. https://doi.org/10.24425/for.2024.152391.",10.24425/for.2024.152391,article,available,corpus_edition,Edition of many bowls,derived,2,1
SRC-5FAA5A5945F8,Seder Mazikin: Law and Magic in Late Antique Jewish Society,Avigail Manekin-Bamberger,2024,,"Manekin-Bamberger, Avigail. Seder Mazikin: Law and Magic in Late Antique Jewish Society. Hebrew. 2024.",,book,unknown,,Not yet classified,unclassified,0,0
SRC-27D35A24C6BC,"Body and Mind, Husband and Household, Collaborators and Communities: Centrifugal Spheres of Protection in an Aramaic Incantation Bowl (MC 77.233)",Alexander Marcus,2023,Journal of Semitic Studies,"Marcus, Alexander. ‘Body and Mind … in an Aramaic Incantation Bowl (MC 77.233).’ JSS 68, no. 2 (2023): 415–471.",10.1093/jss/fgad005,article,paywalled,,Not yet classified,unclassified,0,0
SRC-CC72F830EAAF,What's (in) Your Bowl? Affordances of Incantation Bowls and their Use in Household Medicine,Monika Amsler,2023,Project Muse (Johns Hopkins University),What's (in) Your Bowl? Affordances of Incantation Bowls and their Use in Household Medicine (2023). Repository location indexed by OpenAlex W4389103855.,10.1353/hbr.2023.a912651,article,available,single_object_edition,Edition of one bowl,derived,1,0
SRC-4071AE0F749A,‘My Foes Loved Me’: A New Incantation Bowl for Popularity and Success,James Nathan Ford,2023,Mehqarim be-Lashon 20,"Ford, James Nathan. “‘My Foes Loved Me’: A New Incantation Bowl for Popularity and Success.” Mehqarim be-Lashon 20 (2023): 215–230 (Hebrew).",,article,partial,,Not yet classified,unclassified,0,0
SRC-CB84220DAE0C,Babylonian Jewish Society: The Evidence of the Incantation Bowls,Simcha Gross; Avigail Manekin-Bamberger,2022,Project Muse (Johns Hopkins University),Babylonian Jewish Society: The Evidence of the Incantation Bowls (2022). Repository location indexed by OpenAlex W4225886557.,10.1353/jqr.2022.0000,article,available,,Not yet classified,unclassified,0,0
SRC-AB306F0110B7,Remarks on a New Aramaic Incantation Bowl IM 77781,A Faraj,2022,BOA (University of Milano-Bicocca),Remarks on a New Aramaic Incantation Bowl IM 77781 (2022). Repository location indexed by OpenAlex W4312000420.,10.1093/jss/fgac026,article,available,,Not yet classified,unclassified,0,0
SRC-73C44B143A9D,The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls,"Daniel James Waller, with contributions by Dorota Molin",2022,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.",10.11647/OBP.0305,book,available,,Not yet classified,unclassified,0,1
SRC-E4EE203B27A1,"Tulul Kobeba: First Results of Survey and Excavation at a Looted Early Medieval ‘Marsh Arab’ Township in Dhi-Qar Province, Southern Iraq","Simpson, St John",2022,Ash-sharq: Bulletin of the Ancient Near East,"Simpson, St John. “Tulul Kobeba: First Results of Survey and Excavation at a Looted Early Medieval ‘Marsh Arab’ Township in Dhi-Qar Province, Southern Iraq.” Ash-sharq: Bulletin of the Ancient Near East 6 (2022): 4–57.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-72652F4681FB,An Unpublished Incantation Bowl with a Citation from Isaiah 40,"Herman, Geoffrey",2021,Semitica,"Herman, Geoffrey. “ An Unpublished Incantation Bowl with a Citation from Isaiah 40.” Semitica 63 (2021): 349–53. 44 Aramaic Incantation Bowls Hunter, Erica C. D. “Combat and Conflict in Incantation Bowls: Studies on Two Aramaic Specimens from Nippur.” In Studia Aramaica: New Sources and New Approaches, ed. Markham J. Geller, Jonas C. Greenfield, and Michael P. Weitzman, 61–75. Oxford: Oxford University Press, 1995.",,chapter,unknown,,Not yet classified,unclassified,0,0
SRC-8C611BF93288,Aramaic Bowl Spells,Shaul Shaked; James Nathan Ford; Siam Bhayro,2021,,Aramaic Bowl Spells (2021). OpenAlex W4200029842.,10.1163/9789004471719,book,unknown,corpus_edition,Edition of many bowls,derived,16,0
SRC-D97F8D33A387,Hebrew in the Incantation Bowls,Daniel Frim,2021,Journal of Semitic Studies,"Frim, Daniel. 'Hebrew in the Incantation Bowls.' Journal of Semitic Studies 66 (2021): 27–51.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-899462FAA735,Incantation bowls in the Nippur 1989 Area WG context,Erica C. D. Hunter,2021,From Shreds to Landscapes: Studies on the Ancient Near East in Honor of McGuire Gibson,"Hunter, Erica C. D. Discussion of incantation bowls from Nippur Area WG and Tell Baruda, in From Shreds to Landscapes: Studies on the Ancient Near East in Honor of McGuire Gibson, SAOC 71 (Chicago, 2021), 138–139.",,chapter,available,,Not yet classified,unclassified,0,0
SRC-B208CF7A6267,Syriac Incantation Bowls and the Mesopotamian Context: A Glimpse into Christian-Jewish Cultural Interactions,Marco Moriggi,2021,Studies in the Syriac Magical Traditions,Syriac Incantation Bowls and the Mesopotamian Context: A Glimpse into Christian-Jewish Cultural Interactions (2021). Crossref DOI 10.1163/9789004467200_005.,10.1163/9789004467200_005,chapter,unknown,,Not yet classified,unclassified,0,0
SRC-6D313A7AA389,Working List of Syriac ‘Manichaean’ Incantation Bowls,"Mattias Brand, with assistance of Alexandra Probst",2021,,"Brand, Mattias, with Alexandra Probst. Working List of Syriac ‘Manichaean’ Incantation Bowls. Version 1, June 2021.",,catalogue,available,catalogue,Collection catalogue,derived,0,1
SRC-8259B2E9DA09,An Aramaic Incantation Bowl and the Fall of Hatra,Enrico Marcato,2020,ARCA (Università Ca' Foscari Venezia),An Aramaic Incantation Bowl and the Fall of Hatra (2020). Repository location indexed by OpenAlex W3071645129.,10.1515/janeh-2020-0004,article,available,,Not yet classified,unclassified,0,0
SRC-09196BAF91BA,Edition and Analysis of Twenty-Five Unpublished Aramaic Magic Bowl Texts in the Collection of the Vorderasiatisches Museum (Berlin),Anne Burberry,2020,Figshare,Edition and Analysis of Twenty-Five Unpublished Aramaic Magic Bowl Texts in the Collection of the Vorderasiatisches Museum (Berlin) (2020). OpenAlex W3101650490.,,thesis,available,,Not yet classified,unclassified,0,0
SRC-53B93C8C8A0E,Edition and Analysis of Twenty-Five Unpublished Aramaic Magic Bowl Texts in the Collection of the Vorderasiatisches Museum (Berlin),Anne Burberry,2020,Figshare,Edition and Analysis of Twenty-Five Unpublished Aramaic Magic Bowl Texts in the Collection of the Vorderasiatisches Museum (Berlin) (2020). Repository location indexed by OpenAlex W3101650490.,,thesis,available,,Not yet classified,unclassified,0,0
SRC-6729B3C461D7,"Exploring the 'Cozy Cabal of Academics, Dealers and Collectors' through the Schøyen Collection",Simon Mackenzie; and colleagues,2020,Heritage,"Mackenzie, Simon, and colleagues. 'Exploring the ""Cozy Cabal of Academics, Dealers and Collectors"" through the Schøyen Collection.' Heritage 3 (2020).",,article,unknown,,Not yet classified,unclassified,0,0
SRC-03FD5BEF24F4,The (Continued) Online Trade of Aramaic Magic Bowls from Iraq,Nils H. Korsvoll,2020,Journal of Art Crime 23,"Korsvoll, Nils H. ‘The (Continued) Online Trade of Aramaic Magic Bowls from Iraq.’ Journal of Art Crime 23 (2020): 17–32.",,article,available,,Not yet classified,unclassified,0,0
SRC-59F609B5B2DF,The (continued) online trade of Aramaic magic bowls from Iraq,Nils H. Korsvoll,2020,Journal of Art Crime,"Korsvoll, Nils H. ‘The (Continued) Online Trade of Aramaic Magic Bowls from Iraq.’ Journal of Art Crime 23 (2020): 17–31.",,article,partial,,Not yet classified,unclassified,0,0
SRC-A8113685A969,Who Were the Jewish Magicians?,Avigail Manekin-Bamberger,2020,Journal of Jewish Studies,"Manekin-Bamberger, Avigail. 'Who Were the Jewish Magicians?' Journal of Jewish Studies 71 (2020): 235–254.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-0B9E40B67D88,An Incantation Bowl from the Matenadaran,Gaby Abousamra,2019,Semitica 61,"Abousamra, Gaby. ‘An Incantation Bowl from the Matenadaran.’ Semitica 61 (2019): 139–146. DOI: 10.2143/SE.61.0.3286687.",10.2143/SE.61.0.3286687,article,partial,single_object_edition,Edition of one bowl,derived,1,0
SRC-8A145FAA2EBB,"Aramaic Incantation Bowls in Museum Collections, Volume One: The Frau Professor Hilprecht Collection of Babylonian Antiquities, Jena",James Nathan Ford; Matthew Morgenstern,2019,Magical and Religious Literature of Late Antiquity 8,"Ford, James Nathan, and Matthew Morgenstern. Aramaic Incantation Bowls in Museum Collections, Volume One: The Frau Professor Hilprecht Collection of Babylonian Antiquities, Jena. Magical and Religious Literature of Late Antiquity 8. Leiden: Brill, 2019.",,catalogue,partial,catalogue,Collection catalogue,derived,19,0
SRC-90F8951B4AA3,"Curious Characters, Invented Scripts, and … Charlatans? “Pseudo-Scripts” in the Mesopotamian Magic Bowls",Daniel James Waller,2019,University of Groningen research database (University of Groningen / Centre for Information Technology),"Curious Characters, Invented Scripts, and … Charlatans? “Pseudo-Scripts” in the Mesopotamian Magic Bowls (2019). Repository location indexed by OpenAlex W2937092681.",10.1086/702309,article,available,,Not yet classified,unclassified,0,0
SRC-2B329A1D4550,Mesopotamian Double-Jar Burials and Incantation Bowls,Ortal-Paz Saar,2019,Journal of the American Oriental Society,Mesopotamian Double-Jar Burials and Incantation Bowls (2019). OpenAlex W2922215456.,10.7817/jameroriesoci.138.4.0863,article,available,,Not yet classified,unclassified,0,0
SRC-8783127BF3E4,Transferring performativity from speech to writing: illocutionary acts and incantation bowls,Daniel James Waller,2019,University of Groningen research database (University of Groningen / Centre for Information Technology),Transferring performativity from speech to writing: illocutionary acts and incantation bowls (2019). Repository location indexed by OpenAlex W2949666291.,10.1017/s0041977x19000363,article,available,,Not yet classified,unclassified,0,0
SRC-A90AB34CA3FE,Who Wrote the Incantation Bowls?,Dorit Kedar,2019,,"Kedar, Dorit. Who Wrote the Incantation Bowls? PhD dissertation, Freie Universität Berlin, 2019. DOI: 10.17169/refubium-2273.",10.17169/refubium-2273,thesis,available,,Not yet classified,unclassified,0,1
SRC-DA708912C2D3,A Catalogue of Babylonian Incantation Bowls in the Vorderasiatisches Museum (Berlin): Descriptive List and Edition of Selected Texts,Dan Levene; Siam Bhayro; James Nathan Ford; Ortal-Paz Saar; Matthew Morgenstern; Naama Vilozny,2018,Magical and Religious Literature of Late Antiquity 7,"Levene, Dan, Siam Bhayro, James Nathan Ford, Ortal-Paz Saar, Matthew Morgenstern, and Naama Vilozny. A Catalogue of Babylonian Incantation Bowls in the Vorderasiatisches Museum (Berlin): Descriptive List and Edition of Selected Texts. MRLA 7. Leiden: Brill, 2018.",,catalogue,partial,catalogue,Collection catalogue,derived,0,0
SRC-4ED4DBBBC5E6,Jewish-Aramaic Incantation Bowls,"Misgav, Haggai",2018,,"Misgav, Haggai. “Jewish-Aramaic Incantation Bowls.” In Finds Gone Astray: ADCA Confiscated Items, ed. Dalit Regev and Hananya Hizmi, 53–72. Jerusalem: Antiquities Department of the Civil Administration, 2018.",,chapter,unknown,,Not yet classified,unclassified,0,0
SRC-35DAA78AB17F,Marco Moriggi. A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia,Christelle Jullien,2018,Abstracta Iranica,Marco Moriggi. A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia (2018). Crossref DOI 10.4000/abstractairanica.44574.,10.4000/abstractairanica.44574,article,unknown,,Not yet classified,unclassified,0,0
SRC-09F42D0EA81D,"Moriggi, Marco: A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia. 2014.",Erica C. D. Hunter,2018,Orientalistische Literaturzeitung,"Moriggi, Marco: A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia. 2014. (2018). Crossref DOI 10.1515/olzg-2018-0017.",10.1515/olzg-2018-0017,article,unknown,,Not yet classified,unclassified,0,0
SRC-513E8FD6E55D,Syriac and Mandaic Incantation Bowls,James Nathan Ford; Ohad Abudraham,2018,"Finds Gone Astray: ADCA Confiscated Items, vol. 1","Ford, James Nathan, and Ohad Abudraham. ""Syriac and Mandaic Incantation Bowls."" In Finds Gone Astray: ADCA Confiscated Items, vol. 1, ed. Dalit Regev and Hananya Hizmi, 75-111. ADCA Reports 1. Jerusalem: Antiquities Department of the Civil Administration, 2018.",,chapter,available,,Not yet classified,unclassified,0,0
SRC-A41DA8D48F0D,"A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia, written by M. Moriggi",Gianfrancesco Lusini,2017,Annali Sezione Orientale,"A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia, written by M. Moriggi (2017). Crossref DOI 10.1163/24685631-12340038.",10.1163/24685631-12340038,article,unknown,,Not yet classified,unclassified,0,0
SRC-E2797DB92056,A New Mandaic Incantation Bowl from Babil (IM 91-100147),Ali Faraj,2017,Afroasiatica Romana: Proceedings of the 15th Meeting of Afroasiatic Linguistics,"Faraj, Ali. ‘A New Mandaic Incantation Bowl from Babil (IM 91-100147).’ In Afroasiatica Romana, Quaderni di Vicino Oriente XII (2017): 123–132.",,chapter,partial,single_object_edition,Edition of one bowl,derived,1,0
SRC-01E58FA07682,A New Testament Text on a Syriac Incantation Bowl: Eph. 6:10–17 on IBC 3,Joseph E. Sanzo; Nils H. Korsvoll,2017,Vigiliae Christianae,"Sanzo, Joseph E., and Nils H. Korsvoll. ‘A New Testament Text on a Syriac Incantation Bowl: Eph. 6:10–17 on IBC 3.’ Vigiliae Christianae 71 (2017): 417–432.",10.1163/15700720-12341310,article,available,,Not yet classified,unclassified,0,0
SRC-0D8C4983AED9,"An Aramaic Magic Bowl for Fertility and Success in Childbirth: Lisboa, Museu da Farmácia, Inv. No. 10895",Siam Bhayro; James Nathan Ford; Dan Levene; Ortal-Paz Saar,2017,Aramaic Studies,"Bhayro et al. ‘An Aramaic Magic Bowl for Fertility and Success in Childbirth: Lisboa, Museu da Farmácia, Inv. No. 10895.’ Aramaic Studies 15 (2017).",10.1163/17455227-01501002,article,partial,,Not yet classified,unclassified,0,0
SRC-7BA17B55FC70,Jewish Magic before the Rise of Kabbalah,Yuval Harari,2017,,"Harari, Yuval. Jewish Magic before the Rise of Kabbalah. English edition. Detroit: Wayne State University Press, 2017.",,book,partial,,Not yet classified,unclassified,0,0
SRC-33DAA3253A63,On some readings and interpretations in the Aramaic incantation bowls and related texts,Matthew Morgenstern; James Nathan Ford,2017,Bulletin of the School of Oriental and African Studies,On some readings and interpretations in the Aramaic incantation bowls and related texts (2017). OpenAlex W2728003166.,10.1017/s0041977x17000465,article,unknown,,Not yet classified,unclassified,0,0
SRC-84615D159BAF,A New Incantation Bowl with Arabic Inscription,A Faraj,2016,BOA (University of Milano-Bicocca),A New Incantation Bowl with Arabic Inscription (2016). OpenAlex W2809766096.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-713E68ED9018,A New Incantation Bowl with Arabic Inscription,A Faraj,2016,BOA (University of Milano-Bicocca),A New Incantation Bowl with Arabic Inscription (2016). Repository location indexed by OpenAlex W2809766096.,,article,available,,Not yet classified,unclassified,0,0
SRC-4C44E5816E4F,A New Incantation Bowl with Arabic Inscription,Ali H. Faraj,2016,Quaderni di Studi Arabi,"Faraj, Ali H. ‘A New Incantation Bowl with Arabic Inscription.’ Quaderni di Studi Arabi 11 (2016): 207–220.",,article,partial,,Not yet classified,unclassified,0,0
SRC-97E75F8B4122,"Aramaic Bowl Spells: Jewish Babylonian Aramaic Bowls, vol. 1. By Shaul Shaked; James Nathan Ford; and Siam Bhayro",Christian Stadel,2016,Journal of the American Oriental Society,"Aramaic Bowl Spells: Jewish Babylonian Aramaic Bowls, vol. 1. By Shaul Shaked; James Nathan Ford; and Siam Bhayro (2016). OpenAlex W4243621537.",10.7817/jameroriesoci.136.3.0630,article,unknown,,Not yet classified,unclassified,0,0
SRC-EB27DA285DC5,"Aramaic Incantation Bowls at the State Hermitage Museum, St. Petersburg",Tatyana Fain; James Nathan Ford; Alexey Lyavdansky,2016,Babel und Bibel 9,"Fain, Tatyana, James Nathan Ford, and Alexey Lyavdansky. ‘Aramaic Incantation Bowls at the State Hermitage Museum, St. Petersburg.’ In Babel und Bibel 9 (Winona Lake: Eisenbrauns, 2016), 283–316.",,chapter,partial,,Not yet classified,unclassified,0,0
SRC-7FF35DD224D5,Aramaic Incantation Bowls in War and in Peace,Neil Brodie,2016,"Art Crime: Terrorists, Tomb Raiders, Forgers and Thieves","Brodie, Neil. ‘Aramaic Incantation Bowls in War and in Peace.’ In Art Crime: Terrorists, Tomb Raiders, Forgers and Thieves, ed. Noah Charney. Palgrave Macmillan, 2016.",,chapter,paywalled,,Not yet classified,unclassified,0,0
SRC-0B38A2CC8806,Bol magique avec inscription araméenne,Abousamra [and others; see citation],2016,Semitica,"———, and André Lemaire. “Bol magique avec inscription araméenne.” Semitica 58 (2016): 247–55.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-5F7E0BA65D6E,"Jesus in the Magic Bowls. Apropos Dan Levene's ""... and by the name of Jesus ...""",Shaul Shaked,2016,,"Jesus in the Magic Bowls. Apropos Dan Levene's ""... and by the name of Jesus ..."" (2016). OpenAlex W129188497.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-E2DD336E0B73,7 Lilith’s Hair and Ashmedai’s Horns: Incantation Bowl Imagery in the Light of Talmudic Descriptions,Naama Vilozny,2015,The Archaeology and Material Culture of the Babylonian Talmud,7 Lilith’s Hair and Ashmedai’s Horns: Incantation Bowl Imagery in the Light of Talmudic Descriptions (2015). Crossref DOI 10.1163/9789004304895_009.,10.1163/9789004304895_009,chapter,unknown,,Not yet classified,unclassified,0,0
SRC-1AA4E8BFC7B3,A New Aramaic Incantation Bowl,Al-Jubouri [and others; see citation],2015,Semitica,———. “ A New Aramaic Incantation Bowl.” Semitica 57 (2015): 211–16.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-E73350660418,"A Syriac Incantation Bowl in the Finnish National Museum, Helsinki. A Specimen of Eastern Aramaic ""koiné""",Tapani Harviainen,2015,Studia Orientalia Electronica,"A Syriac Incantation Bowl in the Finnish National Museum, Helsinki. A Specimen of Eastern Aramaic ""koiné"" (2015). OpenAlex W2283219437.",,article,available,,Not yet classified,unclassified,0,0
SRC-F86E6F06D5CF,"An Aramaic Incantation Bowl from Borsippa. Another specimen of Eastern Aramaic ""koiné"". Appendix: A Cryptographic bowl text or an original fake?",Tapani Harviainen,2015,Studia Orientalia Electronica,"An Aramaic Incantation Bowl from Borsippa. Another specimen of Eastern Aramaic ""koiné"". Appendix: A Cryptographic bowl text or an original fake? (2015). OpenAlex W2180139610.",,article,available,,Not yet classified,unclassified,0,0
SRC-F560269FB83C,Aramaic Incantation Texts between Orality and Textuality,Charles G. Häberl,2015,,"Häberl, Charles G. 'Aramaic Incantation Texts between Orality and Textuality.' 2015.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-FA9299496E5D,Jewish Divorce Formulae in Syriac Incantation Bowls,Marco Moriggi,2015,Aramaic Studies,Jewish Divorce Formulae in Syriac Incantation Bowls (2015). Crossref DOI 10.1163/17455227-01301007.,10.1163/17455227-01301007,article,unknown,,Not yet classified,unclassified,0,0
SRC-81DE7ADF7FDB,Jewish Legal Formulae in the Aramaic Incantation Bowls,Avigail Manekin-Bamberger,2015,Aramaic Studies,"Manekin-Bamberger, Avigail. 'Jewish Legal Formulae in the Aramaic Incantation Bowls.' Aramaic Studies 13 (2015): 69–81.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-0DE38025EFAE,On Early Jewish Literature and the Aramaic Magic Bowls,Siam Bhayro,2015,Aramaic Studies,On Early Jewish Literature and the Aramaic Magic Bowls (2015). Crossref DOI 10.1163/17455227-01301005.,10.1163/17455227-01301005,article,unknown,,Not yet classified,unclassified,0,0
SRC-AFDBED16E322,Passionate Curiosities: Tales of Collectors & Collections from the Kelsey Museum,"Lauren E. Talalay and Margaret Cool Root, eds.",2015,,"Talalay, Lauren E., and Margaret Cool Root, eds. Passionate Curiosities. Kelsey Museum of Archaeology, 2015, p. 38, object KM 19504.",,book,available,,Not yet classified,unclassified,0,0
SRC-F632FCD638E0,"Rabbis, Sorcerers, Kings, and Priests: The Culture of the Talmud in Ancient Iran",Jason Sion Mokhtarian,2015,,"Mokhtarian, Jason Sion. Rabbis, Sorcerers, Kings, and Priests: The Culture of the Talmud in Ancient Iran. Berkeley: University of California Press, 2015.",,book,partial,,Not yet classified,unclassified,0,0
SRC-D86BF8DF8E01,Studies on Aramaic Magic Bowls and Related Subjects: Introduction,Siam Bhayro,2015,Aramaic Studies,Studies on Aramaic Magic Bowls and Related Subjects: Introduction (2015). Crossref DOI 10.1163/17455227-01301002.,10.1163/17455227-01301002,article,unknown,,Not yet classified,unclassified,0,0
SRC-DB6414713F7B,Why Biblical Scholars Should Study Aramaic Bowl Spells,Peter T. Lanfer,2015,Aramaic Studies,Why Biblical Scholars Should Study Aramaic Bowl Spells (2015). Crossref DOI 10.1163/17455227-01301003.,10.1163/17455227-01301003,article,unknown,,Not yet classified,unclassified,0,0
SRC-3C4294DDB367,A Corpus of Syriac Incantation Bowls,Marco Moriggi,2014,,A Corpus of Syriac Incantation Bowls (2014). Crossref DOI 10.1163/9789004272798.,10.1163/9789004272798,book,unknown,corpus_edition,Edition of many bowls,derived,2,0
SRC-FORD2014-AUOR,Notes on Some Recently Published Magic Bowls in the Schøyen Collection and Two New Parallels,James Nathan Ford,2014,Aula Orientalis 32/2,"Ford, J. N. 2014. Notes on Some Recently Published Magic Bowls in the Schøyen Collection and Two New Parallels. Aula Orientalis 32/2: 235–263.",,article,available,corpus_edition,Edition of many bowls,derived,3,1
SRC-545AC7CDAC66,"WikiLeaks, Texts, and Archaeology: The Case of the Schøyen Incantation Bowls",Neil Brodie; Morag M. Kersel,2014,Digital Commons-DePaul  (DePaul University),"WikiLeaks, Texts, and Archaeology: The Case of the Schøyen Incantation Bowls (2014). OpenAlex W1475945501.",,article,available,,Not yet classified,unclassified,0,0
